"ID","SNAME","K","Name","DECODE","CalcTip","GLN","UNIT","F","IDF","USUNIT","KFF","USKFF","L2","P","F1","F2","PTip","nHDR","View","FldNam","format"
"200","cpj/m",,"C,J/mol.K","C,J/mol.K",,,"J/mol.K                       ","          ","HTC   ","J/g-atom.K                    ","          ","          ",,"C                                                ",,,"HTC ",0,1,,
"200","cpj/ga",,"C,J/g-atom.K","C,J/g-atom.K",,,"J/g-atom.K                    ","          ","HTC   ","J/g-atom.K                    ","          ","          ",,"C                                                ",,,"HTC ",0,1,,
"500","ekg/cm",,"E*1E-3,kg/cm2","E*1E-3,kgf/cm2","mod_ung",,"kgf/cm2                       ","          ","MDU   ","GPa                           ","1E-3      ","1E-3      ","Q","E                                                 ",,,"MDU ",0,1,"mod_ung",
"500","gkg/cm",,"G*1E-3,kg/cm2","G*1E-3,kgf/cm2","mod_sdv",,"kgf/cm2                       ","          ","MDU   ","GPa                           ","1E-3      ","1E-3      ","R","G                                                 ",,,"MDU ",0,1,"mod_sdv",
"500","kkg/cm",,"K*1E-3,kg/cm2","K*1E-3,kgf/cm2",,,"kgf/cm2                       ","          ","MDU   ","GPa                           ","1E-3      ","1E-3      ",,"K                                                 ",,,"MDU ",0,1,,
"530","hgpa",,"H,GPa","H,GPa",,,"GPa                           ","          ","MDU   ","GPa                           ","          ","          ","S","H                                                 ",,,"MDU ",0,1,"mikrotv",
"540","bskg/cm",,"û,kg/cm2","û,kgf/cm2","b_str",,"kgf/cm2                       ","          ","MDU   ","GPa                           ","          ","          ","MDU","û                                                ",,,"STR ",0,1,,
"540","cskg/cm",,"û‚,kg/cm2","û‚,kgf/cm2","c_str",,"kgf/cm2                       ","          ","MDU   ","GPa                           ","          ","          ",,"û‚                                                ",,,"STR ",0,1,,
"540","tskg/cm",,"ûŸ,kg/cm2","ûŸ,kgf/cm2","t_str",,"kgf/cm2                       ","          ","MDU   ","GPa                           ","          ","          ","MDU","ûŸ                                                ",,,"STR ",0,1,,
"600","wlmg/cm",,"Wt loss,mg/cm2","Wt loss,mg/cm2",,,"mg/cm2                        ","          ","WTL   ","mg/cm2                        ","          ","          ",,"Wt loss                                           ",,,"WTL ",0,1,,
"830","dg",,"D*1E5,cm2/s","D*1E5,cm2/s",,,"cm2/s                         ","          ","DIF   ","cm2/s                         ","1E5       ","1E5       ",,"D                                                 ",,,"GDI ",0,1,,
"830","st",,,"Saturation time,min",,,"min                           ","          ","TIM   ","h                             ","          ","          ",,"Saturation time                                   ",,,"TIM ",0,1,,
"830","smol",,,"S*1E3,cm3[STP]/mol melt.atm",,,"cm3[STP]/mol melt.atm         ","          ","      ","cm3[STP]/mol melt.atm         ","1E3       ","1E3       ",,"S                                                 ",,,"    ",0,1,,
"830","lka",,,"log(K,atoms/s.cm.atm)",,,"atoms/s.cm.atm                ","log       ","PER   ","cm3[STP].cm/s.cm2.Pa          ","          ","          ",,"K                                                 ",,,"PER ",0,1,,
"830","scm",,,"S*1E3,cm3[STP]/cm3.atm",,,"cm3[STP]/cm3.atm              ","          ","SOL   ","cm3[STP]/cm3.Pa               ","1E3       ","1E3       ",,"S                                                 ",,,"SOL ",0,1,,
"830","d0/2g",,"Dà*1E7,cm2/s.K","Dà*1E7,cm2/s.K",,,"cm2/s.K                       ","          ","      ","cm2/s.K                       ","1E7       ","1E7       ",,"Dà                                                ",,,"    ",0,1,,
"830","edg",,"E¹,cal/g-atom","E¹,cal/g-atom",,,"cal/g-atom                    ","          ","ENT   ","kJ/g-atom                     ","          ","          ",,"E¹                                                ",,,"ENT ",0,1,,
"830","d0/1g",,"Dà*1E7,cm2/s","Dà*1E7,cm2/s",,,"cm2/s                         ","          ","DIF   ","cm2/s                         ","1E7       ","1E7       ",,"Dà                                                ",,,"GDI ",0,1,,
"830","k0/1g",,,"Kà*1E-10,atoms/s.cm.atm",,,"atoms/s.cm.atm                ","          ","PER   ","cm3[STP].cm/s.cm2.Pa          ","1E-10     ","1E-10     ",,"Kà                                                ",,,"PER ",0,0,,
"830","k0/2g",,,"Kà*1E-10,atoms/s.cm.K.atm",,,"atoms/s.cm.K.atm              ","          ","      ","atoms/s.cm.K.atm              ","1E-10     ","1E-10     ",,"Kà                                                ",,,"    ",0,0,,
"830","s0/1g",,,"Sà*1E-17,atoms/cm3.atm",,,"atoms/cm3.atm                 ","          ","SOL   ","cm3[STP]/cm3.Pa               ","1E-17     ","1E-17     ",,"Sà                                                ",,,"SOL ",0,0,,
"830","ekg",,"E_K,cal/g-atom","EÎ,cal/g-atom",,,"cal/g-atom                    ","          ","ENT   ","kJ/g-atom                     ","          ","          ",,"EÎ                                                ",,,"ENT ",0,1,,
"830","esg",,"E_S,cal/g-atom","EË,cal/g-atom",,,"cal/g-atom                    ","          ","ENT   ","kJ/g-atom                     ","          ","          ",,"EË                                                ",,,"ENT ",0,1,,
"500","ct",,,"cŸ,m/s",,,"m/s                           ","          ","VEL   ","m/s                           ","          ","          ",,"cŸ                                                ",,,"VEL ",0,1,,
"830","sc",,,"Saturation conditions",,,"                              ","          ","      ","                              ","          ","          ",,"Saturation conditions                             ",,,"    ",0,1,,
"000","pkg/cm",,"P,kg/cm2","P,kgf/cm2",,,"kgf/cm2                       ","          ","MDU   ","GPa                           ","          ","          ","MDU","P                                                 ",,,"MDU ",0,1,,
"830","kgm",,,"K,g.mm/s.cm2.atm",,,"g.mm/s.cm2.atm                ","          ","      ","g.mm/s.cm2.atm                ","          ","          ",,"K                                                 ",,,"    ",0,1,,
"500","cl/p",,,"[dc‹/dP]*1E1,km/s.GPa",,,"km/s.GPa                      ","          ","C/P   ","km/s.GPa                      ","1E1       ","1E1       ",,"[dc‹/dP]                                          ",,,"C/P ",0,1,,
"500","cl/t",,,"[dc‹/dT]*1E4,km/s.K",,,"km/s.K                        ","          ","C/T   ","km/s.K                        ","1E4       ","1E4       ",,"[dc‹/dT]                                          ",,,"C/T ",0,1,,
"500","k/p",,"(dK/dP)","dK/dP",,,"                              ","          ","      ","                              ","          ","          ",,"dK/dP                                             ",,,"    ",0,1,,
"500","g/p",,"(dG/dP)","dG/dP",,,"                              ","          ","      ","                              ","          ","          ",,"dG/dP                                             ",,,"    ",0,1,,
"600","exna",,"mg NaâO/g glass","Extr.NaâO,mg/g ",,,"mg/g                          ","          ","      ","mg/g                          ","          ","          ",,"Extr.NaâO                                         ",,,"    ",0,1,,
"600","dhkj",,"-ÍH,kJ/mol","-ÍHž,kJ/mol",,,"kJ/mol                        ","          ","ENT   ","J/mol                         ","          ","          ",,"-ÍHž                                              ",,,"HSL ",0,1,,
"600","dhl",,,"Depth of hydrated layer,mm",,,"mm                            ","          ","LEN   ","nm                            ","          ","          ",,"Depth of hydrated layer                           ",,,"LEN ",0,1,,
"600","hycl",,,"Hydrolytic class",,,"                              ","          ","      ","                              ","          ","          ",,"Hydrolytic class                                  ",,,"    ",0,1,,
